id,name,type,address,lng,lat,pname,cityname,adminname,biz_ext_rating,biz_ext_cost,telephone,photourl1,photourl2,photourl3
B02F37W08F,新宝城海鲜坊(龙华店),餐饮服务;中餐厅;海鲜酒楼,和平东路132号新宝城大酒店1-2层,114.034807,22.661389,广东省,深圳市,龙华区,3.5,74.00,0755-29823666;0755-29823222,http://store.is.autonavi.com/showpic/1c6fa0b577a8e1dce926b2b494cad938,http://store.is.autonavi.com/showpic/c1a3c44ee1fb3a0a9e09cabc3c92dd59,http://store.is.autonavi.com/showpic/e7f54db406d479fd79f44d599fe29d0d
B02F37SUCD,一品肥羊药膳养生火锅(宝安店),餐饮服务;中餐厅;火锅店,前进一路黄金台综合大楼2楼,113.894440,22.578125,广东省,深圳市,宝安区,-1,-1,0755-27853866,http://store.is.autonavi.com/showpic/d1eb26d1669cf4f9005a9ba5bf6b4a64,http://store.is.autonavi.com/showpic/2fdb83c50e15796a947b05d73d922b8a,http://store.is.autonavi.com/showpic/921c3c103d4ec51abc9f880899c70150
B02F37V5GU,鑫泰(海岸城购物中心西区),餐饮服务;外国餐厅;泰国/越南菜品餐厅,文心五路33号海岸城购物中心西区L5层517,113.935483,22.517577,广东省,深圳市,南山区,4.0,90.00,0755-86359929;0755-86359989,http://store.is.autonavi.com/showpic/335aaf01db54a9f9f91eb770174aca25,http://store.is.autonavi.com/showpic/b3f6f035e05995f2295a69c7184bd861,http://store.is.autonavi.com/showpic/922e416e2fdfa80e7733324955f93ea3
B02F309PKU,必胜宅急送(景田店),餐饮服务;快餐厅;必胜客,红荔西路7002-1号,114.048490,22.548306,广东省,深圳市,福田区,3.5,53.00,0755-25312572;0755-82969294;4008123123,http://store.is.autonavi.com/showpic/c65429d8206e8d90bd3a51e9728c4d56,http://store.is.autonavi.com/showpic/ec986f089b37e555f02ac41b3cd623a7,http://store.is.autonavi.com/showpic/60b680427bfa45f8bb617a9628735ac8
B02F37VMIG,重庆秦妈火锅(龙岗南联店),餐饮服务;中餐厅;火锅店,龙河路34-1号,114.255524,22.720782,广东省,深圳市,龙岗区,3.5,84.00,0755-33561173;13798384139,http://store.is.autonavi.com/showpic/a45a9438236c028d13ec52b246755358,http://store.is.autonavi.com/showpic/c038a66cdda51dcb2eb19961218deb83,http://store.is.autonavi.com/showpic/1d1bb2021c1c4ad05aba82bc1fb06c7c
B02F37VUPY,湘粉人家(宝安北路分店),餐饮服务;中餐厅;湖南菜(湘菜),宝安北路2051号深圳国际商品交易大厦1层,114.108853,22.561834,广东省,深圳市,罗湖区,3.0,20.00,0755-82266461;0755-82669953,http://store.is.autonavi.com/showpic/d99022f65f03f061250513d122fb4a78,http://store.is.autonavi.com/showpic/b422e0efcc2804bdea1c026835d82620,http://store.is.autonavi.com/showpic/815e68ac17819e4dd794e505da9a458d
B02F37VRRM,天星西餐厅(华强北中航城店),餐饮服务;外国餐厅;西餐厅(综合风味),深南中路3024号中航城格兰云天大酒店2层,114.082784,22.540874,广东省,深圳市,福田区,-1,-1,0755-33969898,http://store.is.autonavi.com/showpic/233ab8728326d4618770016ea201ff3d,http://store.is.autonavi.com/showpic/559a3a49a310b38d66d30d64,http://store.is.autonavi.com/showpic/559a3a49a310b38d66d30d68
B02F37SR3P,新宝城海鲜坊(龙岗世贸店),餐饮服务;中餐厅;海鲜酒楼,中心城龙翔大道世贸中心E区3层,114.245155,22.716561,广东省,深圳市,龙岗区,3.5,106.00,0755-28901222,http://store.is.autonavi.com/showpic/9f11b40bade01ad41149a5136034bfcb,http://store.is.autonavi.com/showpic/d66fa81c07d5dfaf840c335eeae321af,http://store.is.autonavi.com/showpic/ba54eeea8cc027ac02b9a8043fd522a1
B02F306QPL,大渔铁板烧(福民店),餐饮服务;中餐厅;特色/地方风味餐厅,福民路9-1号皇岗商业城2层,114.065600,22.522760,广东省,深圳市,福田区,3.5,194.00,0755-88307658;0755-88307659,http://store.is.autonavi.com/showpic/7e90c412bab9de5c5b97ce632f895fe3,http://store.is.autonavi.com/showpic/a92c2ad228b1ac2da22e553bf4ea6cf8,http://store.is.autonavi.com/showpic/aeaf9b1dc65f37e907c30bc6f54697ae
B02F38LF1Z,缪氏川菜(宝体店),餐饮服务;中餐厅;四川菜(川菜),玉律路(近宝安体育馆),113.883056,22.565517,广东省,深圳市,宝安区,4.0,56.00,0755-23228099;0755-23228066,http://store.is.autonavi.com/showpic/91d3cad3b8f9c70918050b88667cbe8a,http://store.is.autonavi.com/showpic/c1fe45b23267532869b14af9b6f2ea5e,http://store.is.autonavi.com/showpic/0858554485e23afb3f8eb495b0f14e4f
B02F37UTZ0,缪氏川菜(东园店),餐饮服务;中餐厅;四川菜(川菜),东园路滨河西商住楼53栋一层群楼东侧350平方米商铺,114.100029,22.537381,广东省,深圳市,福田区,4.5,58.00,0755-82270928;0755-82271878,http://store.is.autonavi.com/showpic/8acb25f80c855156001916fd5a6be99e,http://store.is.autonavi.com/showpic/0861bb4c88edd604f6bacff6201ce0e7,http://store.is.autonavi.com/showpic/b52beb9a24b985a378de29224b002d97
B02F306RAT,深圳市雨花餐饮有限公司,餐饮服务;外国餐厅;西餐厅(综合风味),人民南路3001-1号,114.118432,22.540589,广东省,深圳市,罗湖区,4.0,113.00,0755-82272702;0755-83264594,http://store.is.autonavi.com/showpic/da32d10a1a11ec34a80f86a69a82910e,http://store.is.autonavi.com/showpic/1aa0f9ceddf97bea30def64ff5ac30ef,http://store.is.autonavi.com/showpic/249fe4485e1f5ab7f567de1ef356616b
B02F37UJKC,雨花西餐厅(蛇口海上世界店),餐饮服务;外国餐厅;西餐厅(综合风味),新华路海上世界中心广场2层,113.916178,22.483904,广东省,深圳市,南山区,3.5,110.00,0755-26693060;0755-26691002,http://store.is.autonavi.com/showpic/e7e05d84b7efed69cd4810063c0a8e15,http://store.is.autonavi.com/showpic/4affe3786f3c0ecd016eebf47af20d35,http://store.is.autonavi.com/showpic/db9d26c14bb6cee6d48ac45dcbc9f4ae
B02F38J6VW,西湖春天(深国投广场),餐饮服务;中餐厅;浙江菜,农林路69号深国投广场2层0201号,114.011428,22.544778,广东省,深圳市,福田区,4.6,21.00,0755-89830088,http://store.is.autonavi.com/showpic/d3c15ec39ace39b801a267f2acc6f214,http://store.is.autonavi.com/showpic/92fef283ef3ee8befdd04919c9c03d58,http://store.is.autonavi.com/showpic/49876db1ec33a5dc5f95c201efad6a0a
B02F38I85M,大渔铁板烧(蛇口店),餐饮服务;中餐厅;特色/地方风味餐厅,蛇口兴华路海滨花园商业中心1层,113.915827,22.484069,广东省,深圳市,南山区,3.5,190.00,0755-26695782;0755-26695789,http://store.is.autonavi.com/showpic/d153048e6d06ab66f1b1406de9b966e6,http://store.is.autonavi.com/showpic/b0ba4631f5ae8971097d9557e323c252,http://store.is.autonavi.com/showpic/381b16105f8726fed2dc4845a06f6900
B02F37VSTC,大渔铁板烧(中心城店),餐饮服务;外国餐厅;日本料理,福华一路3号怡景中心城1层,114.059094,22.536042,广东省,深圳市,福田区,3.5,193.00,0755-82801802;0755-82801803,http://store.is.autonavi.com/showpic/6fae2fe350e76edce31922a95f909043,http://store.is.autonavi.com/showpic/a9bf5caa281ba8b0252b75a2edd37825,http://store.is.autonavi.com/showpic/3831a6d667acac078a0ecc61c42e35f7
B02F37W6L0,火胖子肥肠煲(南山店),餐饮服务;中餐厅;中餐厅,南山大道2040号2层(南山赛格电子旁),113.924828,22.529286,广东省,深圳市,南山区,4.6,60.00,0755-26668080;13530951846;13924622894,http://store.is.autonavi.com/showpic/ff9c6fb3af231f42bb1b926c24c5334d,http://store.is.autonavi.com/showpic/1729ee2859c9ee0369106b1d3df7d441,http://store.is.autonavi.com/showpic/a94242372fb70c8196bc04f90482bc8f
B02F37VIWZ,兄弟川菜馆(蚝业路),餐饮服务;中餐厅;四川菜(川菜),蚝业路3-2号,113.798237,22.679339,广东省,深圳市,宝安区,4.5,78.00,0755-27347393,http://store.is.autonavi.com/showpic/aa54446ef0e8830822b52b711a9e2828,http://store.is.autonavi.com/showpic/3ecb0fc96c4dd6d19311e1d21c271f33,http://store.is.autonavi.com/showpic/35ea1ae7d8c1cfcccec7f0d3415237e9
B02F37UGXN,嘉旺(宝华分店),餐饮服务;快餐厅;快餐厅,龙华街道荔园新村宝华路175号1层,114.019956,22.654351,广东省,深圳市,龙华区,3.5,24.00,0755-27743938;0755-28171568;0755-27743868,http://store.is.autonavi.com/showpic/80fe6effb9d6a8df18adb5a52812310f,http://store.is.autonavi.com/showpic/122aea9047cd424cb7832acbee5fd979,http://store.is.autonavi.com/showpic/59cdece98edfa08e5a823d8d51061dfb
B02F38JKFR,中国兰州拉面(太白店),餐饮服务;中餐厅;清真菜馆,太白路3105,114.128347,22.576507,广东省,深圳市,罗湖区,3.5,13.00,0755-25818370,http://store.is.autonavi.com/showpic/ae24b2db7fe925dca7426b24e6f5adbe,http://store.is.autonavi.com/showpic/638e54e87d75da153a6301e2cb78d52f,http://store.is.autonavi.com/showpic/afd3f455717054549472498690e449b1
B02F37WMUM,春满园(时代科技大厦店),餐饮服务;中餐厅;中餐厅,深南大道7028号中南海怡酒店,114.023875,22.537250,广东省,深圳市,福田区,3.5,74.00,0755-82763666;0755-82562828,http://store.is.autonavi.com/showpic/13dff195bc14bda65cf70c960bc93168,http://store.is.autonavi.com/showpic/b0f3fa0b1c15a08bdce50eb7ed653943,http://store.is.autonavi.com/showpic/2338c0bbe1bb122f2ea2e01d8e1c6bad
B02F37WO70,王品牛排(益田假日广场店),餐饮服务;外国餐厅;牛扒店(扒房),深南大道9028号益田假日广场F3层L3-1,113.975520,22.537300,广东省,深圳市,南山区,4.9,344.00,0755-86298729;0755-86298000;0755-86298730,http://store.is.autonavi.com/showpic/5916aa5ca45e876168c0ec83501cb8b4,http://store.is.autonavi.com/showpic/fb75e785749170516de2ac2b77f432c3,http://store.is.autonavi.com/showpic/dd977e51ca0a4e98a87a264574c92651
B02F37VTM8,福鑫记(八卦岭店),餐饮服务;中餐厅;火锅店,八卦一路11栋1号(距红岭站约860米),114.103828,22.557465,广东省,深圳市,福田区,3.5,78.00,0755-25023163;0755-25023169,http://store.is.autonavi.com/showpic/02cc20c07372d19e757ea309d1cd7d65,http://store.is.autonavi.com/showpic/6b0b82240c787a6d6578de8fd5468a3b,http://store.is.autonavi.com/showpic/d83c8b03cbc1fe0a2385f9772a05927f
B02F38JBNB,渔乡米坊(深国投广场),餐饮服务;中餐厅;中餐厅,农林路69号深国投广场嘉信茂购物中心B1层,114.011255,22.544659,广东省,深圳市,福田区,3.5,31.00,0755-82700300,http://store.is.autonavi.com/showpic/7aee77d17136d23224f452a164fd76d5,http://store.is.autonavi.com/showpic/bf88ff051cb871095def5d4d5eec24d4,http://store.is.autonavi.com/showpic/02a2056477e958ddfbbdd70223afee89
B02F37W4W8,火胖子肥肠煲(南山村分店),餐饮服务;中餐厅;四川菜(川菜),南新路1005-2号,113.913387,22.513000,广东省,深圳市,南山区,3.5,69.00,0755-86285363,http://store.is.autonavi.com/showpic/68640feb846d2fed6a933d984f5a9da8,http://store.is.autonavi.com/showpic/3fcf1c567ae6aaad8ede7654edff3292,http://store.is.autonavi.com/showpic/04d74c070714122e8f91639fdcb03735
B02F37VSQZ,千味涮(茂业店),餐饮服务;中餐厅;火锅店,东门中路东门中心广场茂业百货商厦B1层B10(近东门步行街),114.121369,22.546955,广东省,深圳市,罗湖区,4.0,92.00,0755-86076143,http://store.is.autonavi.com/showpic/2d36ae0ebb4f20cf65beb3801e020729,http://store.is.autonavi.com/showpic/7fdace3608fc0ad759b486312b774e13,http://store.is.autonavi.com/showpic/e207153d95d85eafe197687042fbf500
B02F37WOSF,缪氏川菜(蛇口店),餐饮服务;中餐厅;四川菜(川菜),蛇口公园南路46号(招商路与公园路口十字交叉口),113.925127,22.489755,广东省,深圳市,南山区,4.5,61.00,0755-26889820;0755-26889819,http://store.is.autonavi.com/showpic/17a62271877470f70a27d78eb89f3793,http://store.is.autonavi.com/showpic/2aa94d4cca07d845b36d894156c73a60,http://store.is.autonavi.com/showpic/4c8f61cacdd94102805b7845f3015c38
B02F37UKRK,龙记桂林米粉店(岗厦店),餐饮服务;中餐厅;中餐厅,彩田路3002-5号,114.068394,22.535579,广东省,深圳市,福田区,3.5,14.00,0755-82913051,http://store.is.autonavi.com/showpic/9f194c4eba505cee28c402f80a8432b7,http://store.is.autonavi.com/showpic/55acc312a310a084c90f6702,http://store.is.autonavi.com/showpic/056dbb1175d92a860106bd6f493a9fd5
B02F306E77,旺角酒楼(布吉路店),餐饮服务;中餐厅;综合酒楼,布吉路102号,114.117327,22.600414,广东省,深圳市,龙岗区,3.0,54.00,0755-28871409;0755-28872886,http://store.is.autonavi.com/showpic/d3f67ba6a7848f20c9cfb35a7b123225,http://store.is.autonavi.com/showpic/b610eb8c1f36ce00e03a5a427e5d07b1,http://store.is.autonavi.com/showpic/9caa5a1af96e8e7363c07668505ec982
B02F37WQ6T,沙县小吃(景田路),餐饮服务;快餐厅;快餐厅,景田路13-6号,114.044756,22.545460,广东省,深圳市,福田区,3.0,12.00,13392832397;15889460846,http://store.is.autonavi.com/showpic/5dcd6bf0cfd28c703fbf0aa9a82fc439,http://store.is.autonavi.com/showpic/e062fb8f430060f781372a44fecd9df4,http://store.is.autonavi.com/showpic/4392de448913069683e6147fe5532f44
B02F37VPXJ,雨花西餐厅(布吉店),餐饮服务;外国餐厅;西餐厅(综合风味),中兴路13-2号,114.124322,22.607846,广东省,深圳市,龙岗区,3.5,79.00,0755-28558888,http://store.is.autonavi.com/showpic/6b8454608acd7ce845733027129d094a,http://store.is.autonavi.com/showpic/fcc580caca9aa86611db262519a3840e,http://store.is.autonavi.com/showpic/381b1209b1faaee0c8a8b871420b15c9
B02F37WNQ2,胜记(中心店),餐饮服务;中餐厅;广东菜(粤菜),深南大道4019号航天大厦B座2层,114.051003,22.538501,广东省,深圳市,福田区,4.0,164.00,0755-88266255;0755-88266277,http://store.is.autonavi.com/showpic/bef78f2e1565d5299469290bb03dd991,http://store.is.autonavi.com/showpic/7c665558f066d29246485b280eb62382,http://store.is.autonavi.com/showpic/17c61a27f14f0a0769f2ebfe6a4c042b
B02F37W7NZ,真功夫(深圳火车站),餐饮服务;快餐厅;快餐厅,建设路1号火车站大楼A区夹层,114.117763,22.531566,广东省,深圳市,罗湖区,3.0,21.00,0755-82328806;0755-82333565,http://store.is.autonavi.com/showpic/26b14cd9bd0afdad6853cbc2549b0bdd,http://store.is.autonavi.com/showpic/1c64c5994189c11b3870a0dc394ca271,http://store.is.autonavi.com/showpic/b45ddd9fd67ae35365824463ccec646b
B02F37V5HL,缪氏川菜(泰然店),餐饮服务;中餐厅;四川菜(川菜),泰然四路210栋103号,114.026413,22.533377,广东省,深圳市,福田区,4.0,59.00,0755-61355098;0755-61351188,http://store.is.autonavi.com/showpic/45ddd9d2e6bb213bffcf3c6a592e3016,http://store.is.autonavi.com/showpic/208af2d46d2ac6e0eb04d2f3107c2349,http://store.is.autonavi.com/showpic/d243ffe4b3c96f53fa959f56a2e8210f
B02F37W794,缪氏川菜(湖贝店),餐饮服务;中餐厅;四川菜(川菜),湖贝路1007号,114.130158,22.546399,广东省,深圳市,罗湖区,4.0,62.00,0755-88877993;0755-88877883;0755-82173537,http://store.is.autonavi.com/showpic/0e53b5fddb8b767b6417ee4a9b0af225,http://store.is.autonavi.com/showpic/f1aad43d6544d7ecee9de1a0ab26e96a,http://store.is.autonavi.com/showpic/84bb5923ccdacff1376f73a3b99b179b
B02F37UK8C,木屋烧烤(香蜜湖店),餐饮服务;中餐厅;特色/地方风味餐厅,深南大道6068号木屋烧烤(香蜜湖古堡分店),114.034410,22.542915,广东省,深圳市,福田区,4.0,69.00,0755-83051942,http://store.is.autonavi.com/showpic/1ba06ccd85dca172d7f6ba980d92243d,http://store.is.autonavi.com/showpic/5ea4223a11aa6dc4f1d21b166c14e71a,http://store.is.autonavi.com/showpic/590acfc3e7d8bb6493b08e5b83701856
B02F37UF9D,火胖子肥肠煲(南新店),餐饮服务;中餐厅;中餐厅,南新路2056号(南新酒店1层),113.918938,22.530091,广东省,深圳市,南山区,3.5,60.00,0755-26520358;13530951846,http://store.is.autonavi.com/showpic/a47885266afcc252e8afe924b18c3f82,http://store.is.autonavi.com/showpic/5617a46aa310c5a615b6b6ce,http://store.is.autonavi.com/showpic/acd228b5a25093a53d4107abec4df6cc
B02F37WNTR,潮江春(大中华分店),餐饮服务;中餐厅;潮州菜,福华一路1号大中华深圳喜来登酒店5层,114.062043,22.535660,广东省,深圳市,福田区,4.0,169.00,0755-23998333;0755-23998388,http://store.is.autonavi.com/showpic/ec6ffa629afb1273bd3d60c69287563d,http://store.is.autonavi.com/showpic/d2f9ddd43cd31358414157a666cb51a7,http://store.is.autonavi.com/showpic/18fd9f4dd256f1f3fd1b12c9536844ea
B02F37WIZ7,木屋烧烤(梅林店),餐饮服务;中餐厅;特色/地方风味餐厅,梅林路133号,114.047660,22.567467,广东省,深圳市,福田区,4.0,63.00,0755-83100461,http://store.is.autonavi.com/showpic/2432e5dd059646ba092be22926dbe039,http://store.is.autonavi.com/showpic/99c3b9cb87279b559859f0b52937ff2f,http://store.is.autonavi.com/showpic/d10c501568497aa30bf0b1881e376204
B02F37VKMO,木屋烧烤(龙华店),餐饮服务;中餐厅;特色/地方风味餐厅,东环一路赛龙豪轩B幢1层,114.027901,22.656034,广东省,深圳市,龙华区,4.7,65.00,0755-27705066,http://store.is.autonavi.com/showpic/3320842d949a69b9babd6016727faa57,http://store.is.autonavi.com/showpic/590acfc3e7d8bb6493b08e5b83701856,http://store.is.autonavi.com/showpic/c562adcce32c46d72413ea526c89fdea
B02F306HKR,西湖春天(开元店),餐饮服务;中餐厅;中餐厅,北环大道7001号开元大厦2-3层,114.037899,22.558597,广东省,深圳市,福田区,4.0,110.00,0755-88822868;0755-83546684,http://store.is.autonavi.com/showpic/f1678ef8fea14cc0b8ecdd2bd1057757,http://store.is.autonavi.com/showpic/8159ac7b59a6fa4d09f49c22df0463c3,http://store.is.autonavi.com/showpic/49876db1ec33a5dc5f95c201efad6a0a
B02F37UDLB,必胜宅急送(华侨城店),餐饮服务;快餐厅;必胜客,华侨生态广场A108,113.983443,22.537795,广东省,深圳市,南山区,3.5,42.00,0755-26601419;0755-26518171;4008123123,http://store.is.autonavi.com/showpic/ffafbb930d9f99eaccce859601c605d2,http://store.is.autonavi.com/showpic/27ab6916f2b53bc54f2a25617b528bdd,http://store.is.autonavi.com/showpic/57b37c584d049020a88b00ba9ad9e505
B02F37U6ZQ,大渔铁板烧(佳宁娜店),餐饮服务;中餐厅;特色/地方风味餐厅,人民南路2002佳宁娜时尚购物广场1层,114.119591,22.536912,广东省,深圳市,罗湖区,4.0,200.00,0755-61317955,http://store.is.autonavi.com/showpic/1e64a3857f954e07b3dcc241c12ada07,http://store.is.autonavi.com/showpic/077d4a71801e871999fd41f3714ce54f,http://store.is.autonavi.com/showpic/791e880ee8c5d010505e4ca49983ae90
B02F37SCCI,肯德基(观澜店),餐饮服务;快餐厅;肯德基,观澜大道吉盛酒店民乐福购物广场1层,114.055458,22.715967,广东省,深圳市,龙华区,3.5,39.00,0755-28081661;0755-28081727,http://store.is.autonavi.com/showpic/3d178453714cb6feffa1f5ec00328719,http://store.is.autonavi.com/showpic/75ea4b4bd1fb8d40959081153b8f6ff8,http://store.is.autonavi.com/showpic/4cd2af3a1a149189d50488c793b891d9
B02F37UE8O,汉阳馆(保利店),餐饮服务;外国餐厅;韩国料理,后海滨路深圳保利文化广场A区3层07号,113.939054,22.517174,广东省,深圳市,南山区,4.0,141.00,0755-88850289;0755-86287386,http://store.is.autonavi.com/showpic/327b73c22d4a0039eab6ecc948384611,http://store.is.autonavi.com/showpic/d95cc0aa8d1bca46ace6cd07b97d6331,http://store.is.autonavi.com/showpic/c7872287c15a8ba6fa94a6d66d072df0
B02F37WNRQ,萨莉亚意式餐厅(东门文化娱乐中心店),餐饮服务;外国餐厅;意式菜品餐厅,人民北路2069和兴商城2层,114.119493,22.547132,广东省,深圳市,罗湖区,3.5,42.00,0755-88219725;0755-82197256,http://store.is.autonavi.com/showpic/7244051fb242c6c17af7e24d1345423e,http://store.is.autonavi.com/showpic/87281403c952ad01ce0b9c908e2c89ec,http://store.is.autonavi.com/showpic/2feaf3cbcfd56fc8004684092545ba7e
B02F37UAOY,兰州牛肉拉面(八卦一路店),餐饮服务;中餐厅;清真菜馆,八卦一路195号,114.094230,22.561473,广东省,深圳市,福田区,4.5,61.00,0755-26889820;0755-26889819,http://store.is.autonavi.com/showpic/554b2bf8bcded6a13cdfc1c6af404440,http://store.is.autonavi.com/showpic/5d796c1b2a8ebf2e77bb4975e8379172,http://store.is.autonavi.com/showpic/4c8f61cacdd94102805b7845f3015c38
B02F37U663,兰州牛肉拉面(下围工业区一路),餐饮服务;中餐厅;清真菜馆,永丰路(高新科技园社区健康服务中心西北),114.073682,22.691426,广东省,深圳市,龙华区,3.0,13.00,0755-82913051,http://store.is.autonavi.com/showpic/a3c548ef15b6c3354ef5140bdafa36a5,http://store.is.autonavi.com/showpic/097511290aedced75987fd5cf694e4b2,http://store.is.autonavi.com/showpic/2e9d361baf2ef2bff8314ebfe2ea6e17
B02F37W7I8,鲜粉人家(水库新村店),餐饮服务;中餐厅;中餐厅,水库新村183栋1楼,114.138020,22.564775,广东省,深圳市,罗湖区,3.5,18.00,0755-25990837;0755-25590897,http://store.is.autonavi.com/showpic/002e36c16c838b51ff8e6ae1b39e1316,http://store.is.autonavi.com/showpic/55922244a310e499fdb54a36,http://store.is.autonavi.com/showpic/cb3a1ea16b5b8770c2954706e0e4a971
B02F38K2WT,壹日叁餐(京基百纳空间),餐饮服务;中餐厅;广东菜(粤菜),深南东路5016号京基百纳空间B1层B118,114.106762,22.542664,广东省,深圳市,罗湖区,1.1,30.00,0755-22920263;0755-22218388;0755-22218318,http://store.is.autonavi.com/showpic/9095e2d70252edac288d86665d183314,http://store.is.autonavi.com/showpic/12a01389bbbc0200d5f9bae58fbc3c81,http://store.is.autonavi.com/showpic/e12f696fe1005fc3eca52013ff0fb260
B02F37VWEO,一品红川菜(八卦岭店),餐饮服务;中餐厅;四川菜(川菜),八卦一路18-5号,114.100595,22.557348,广东省,深圳市,福田区,3.5,75.00,0755-82418096;0755-82418682,http://store.is.autonavi.com/showpic/5b1d3b84b60d2af3bb50fd0cc7e1efbc,http://store.is.autonavi.com/showpic/8544568cc3ac7400565c6db37aafa02e,http://store.is.autonavi.com/showpic/369e62af174889dedaa1ea1221360a8d
B02F37WN74,萨莉亚意式餐厅(中威广场店),餐饮服务;外国餐厅;意式菜品餐厅,人民北路1008号中威广场地下城C号(近太阳广场),114.119201,22.544952,广东省,深圳市,罗湖区,3.5,34.00,0755-82205461,http://store.is.autonavi.com/showpic/e0066866a0c53ed1af8134cfcda3983c,http://store.is.autonavi.com/showpic/1a85f81beb4cd7df0f53394e58ac64fd,http://store.is.autonavi.com/showpic/141d44bcc658542852c2ce7c1b3b6c38
