id,name,type,address,lng,lat,pname,cityname,adminname,biz_ext_rating,biz_ext_star,telephone,photourl1,photourl2,photourl3
B02F305J0D,彭年酒店,住宿服务;宾馆酒店;五星级宾馆,嘉宾路2002号彭年广场写字楼,114.122461,22.54111,广东省,深圳市,罗湖区,4.6,5,0755-25185888,http://store.is.autonavi.com/showpic/0fdb2fe618188475c5dd83184bd55bb6,http://store.is.autonavi.com/showpic/ef876ff0b6b1cf1287e5a4ed06b8af88,http://store.is.autonavi.com/showpic/85b36a19111800cd41ad6c361c3a0556
B02F30095C,阳光酒店,住宿服务;宾馆酒店;五星级宾馆,嘉宾路2001号,114.122924,22.540046,广东省,深圳市,罗湖区,4.8,5,0755-82233888;0755-82295919,http://store.is.autonavi.com/showpic/f784a46a96431f4743943ef0029c85de,http://store.is.autonavi.com/showpic/eb640f899d71b8ad3af70c523d1802ab,http://store.is.autonavi.com/showpic/3e287f51a3864a231fae30837bcba6ff
B02F30088E,海燕大酒店,住宿服务;宾馆酒店;三星级宾馆,迎春路1号,114.117517,22.539871,广东省,深圳市,罗湖区,4.3,3,0755-82232828;0755-82221833;0755-82794769,http://store.is.autonavi.com/showpic/fc6c1429dfe28c5f41979a36a8e83175,http://store.is.autonavi.com/showpic/1172e799a2dbf2c437830151b26fc610,http://store.is.autonavi.com/showpic/b8652610361da0e296aa80a869e6e3ff
B02F306B6Y,深圳易尚北方大酒店,住宿服务;宾馆酒店;三星级宾馆,深南中路3003号北方大厦13-22层,114.084976,22.540074,广东省,深圳市,福田区,4.3,3,0755-83278001;0755-83278002;0755-83278003,http://store.is.autonavi.com/showpic/e5fb957ed2112f40fe83f344a08d5fae,http://store.is.autonavi.com/showpic/af6fc495723a25ec08f8d7d8a20041c7,http://store.is.autonavi.com/showpic/64b12e04ba51089ec58f9300d745ffcc
B02F37VRM3,茗兰酒店(碧新路),住宿服务;宾馆酒店;三星级宾馆,碧新路龙岗段2348号,114.264391,22.743032,广东省,深圳市,龙岗区,4.2,3,0755-84840888;18123808160,http://store.is.autonavi.com/showpic/180543820a12291423fc2df6492b28de,http://store.is.autonavi.com/showpic/dda6711af36bfb0a2388ed6d2298d9a7,http://store.is.autonavi.com/showpic/e02f92e387788cb953cdf1ac381dc148
B02F37UPSW,百合酒店,住宿服务;宾馆酒店;五星级宾馆,布吉百鸽路,114.120627,22.598473,广东省,深圳市,龙岗区,4.5,5,0755-89969999;0755-89969988,http://store.is.autonavi.com/showpic/fe28036181e45b9426b48141258282ac,http://store.is.autonavi.com/showpic/0cad79271e6f556fba64ec47d0e04981,http://store.is.autonavi.com/showpic/9d16c9d457a733dca90fbb629968c22a
B02F30086B,富临大酒店,住宿服务;宾馆酒店;五星级宾馆,和平路1085号,114.115799,22.53125,广东省,深圳市,罗湖区,4.4,5,0755-25586333,http://store.is.autonavi.com/showpic/c7cf106d75d58984c7b89784dc47b62d,http://store.is.autonavi.com/showpic/72527402044d064a8dcf7e961f9b16c0,http://store.is.autonavi.com/showpic/11ce47967bb85e455637995baf22ee44
B02F302508,名兰苑酒店,住宿服务;宾馆酒店;三星级宾馆,蛇口工业八路西270号(南海大道与工业八路交叉口西50米处),113.919039,22.501352,广东省,深圳市,南山区,4.1,3,0755-26811888,http://store.is.autonavi.com/showpic/6de58d4bab0175abec752288bafddc84,http://store.is.autonavi.com/showpic/e4b28c1b06b35a5f7b4b0589478f2e65,http://store.is.autonavi.com/showpic/88f613eb06afcba04c524879dcbef8cf
B02F30081E,深圳中航城格兰云天大酒店,住宿服务;宾馆酒店;四星级宾馆,深南中路3024号,114.082587,22.541127,广东省,深圳市,福田区,4.6,4,0755-83689999,http://store.is.autonavi.com/showpic/ddd61e6a37445fe3ac95df5d89588d9e,http://store.is.autonavi.com/showpic/92f2bdcdb6d5d7f275cf7898a34ad90f,http://store.is.autonavi.com/showpic/acbe1a64003afc7eab0dd902c80296f7
B02F37T50N,深圳华侨城洲际大酒店,住宿服务;宾馆酒店;五星级宾馆,华侨城深南大道9009号,113.984581,22.532356,广东省,深圳市,南山区,4.7,5,0755-33993388,http://store.is.autonavi.com/showpic/6cdf95008c25d384d1d3fcd3472fe30a,http://store.is.autonavi.com/showpic/cd4ab450694b865f7015d7f0a2bb679c,http://store.is.autonavi.com/showpic/678cdd175cc8c0a52e41096441c09b94
B02F300966,深圳粤海酒店(达人推荐酒店),住宿服务;宾馆酒店;三星级宾馆,深南东路3033号(罗湖口岸火车站国贸大厦旁),114.120863,22.543208,广东省,深圳市,罗湖区,4.3,3,0755-82228339;0755-25565998,http://store.is.autonavi.com/showpic/557c3e8588491bc66ad9ac7929543e6d,http://store.is.autonavi.com/showpic/a50dfe765073bdab8d48e494893835cd,http://store.is.autonavi.com/showpic/e726a1b552cd7ba5a8ed3e9bfc618ad2
B02F37VI56,深圳星河丽思卡尔顿酒店,住宿服务;宾馆酒店;五星级宾馆,福华三路116号,114.061548,22.533721,广东省,深圳市,福田区,4.8,5,0755-22222222,http://store.is.autonavi.com/showpic/1c91553512ddd05325d8a0e9c6444d91,http://store.is.autonavi.com/showpic/a0c049e0edb8bd6d5016c355e323e27d,http://store.is.autonavi.com/showpic/6cd725aca978e9e42a3748e0ff95472b
B02F37WRKC,深圳威尼斯睿途酒店,住宿服务;宾馆酒店;五星级宾馆,华侨城深南大道9026号,113.977456,22.536681,广东省,深圳市,南山区,4.6,5,0755-26936888,http://store.is.autonavi.com/showpic/caae763f9f446da980f55abc4ec2455b,http://store.is.autonavi.com/showpic/be230fbc8f9dc2170ef2e9e35fdc753b,http://store.is.autonavi.com/showpic/3fcc420be49b318090d624993c11d01f
B02F37WL14,深圳香格里拉大酒店(建设路店),住宿服务;宾馆酒店;五星级宾馆,建设路1002号(火车站东侧),114.11834,22.533591,广东省,深圳市,罗湖区,4.4,5,0755-82330888,http://store.is.autonavi.com/showpic/a915368c4dc457ae4c9141400041d5bb,http://store.is.autonavi.com/showpic/2cfe9454c820e80e0724eb860e24803c,http://store.is.autonavi.com/showpic/df97d67b4fdd43dc9dbb6171b20c3c20
B02F37VC2Z,长安大酒店(深南东路),住宿服务;宾馆酒店;四星级宾馆,深南东路1133号,114.132059,22.544654,广东省,深圳市,罗湖区,4.3,3,0755-82303333,http://store.is.autonavi.com/showpic/25f2140ed7fc4f62e8b827de6a3aca3d,http://store.is.autonavi.com/showpic/77fafa1bb3806a50a39484272be7d9f2,http://store.is.autonavi.com/showpic/4f46ace9d5f046f17319342db254bee5
B02F38IEQ0,深航国际酒店,住宿服务;宾馆酒店;五星级宾馆,深南大道6035号深航大厦,114.019262,22.533984,广东省,深圳市,福田区,4.7,5,0755-88819999;8008304700,http://store.is.autonavi.com/showpic/22201d46a7b65ffb21ea640c98b7ea47,http://store.is.autonavi.com/showpic/b06e36956e54429747479ae5697bf9a7,http://store.is.autonavi.com/showpic/a879404104a1526dd4ee7b9ee0b43bd9
B02F3029F6,宝晖商务酒店,住宿服务;宾馆酒店;四星级宾馆,自由路2号,113.895929,22.563381,广东省,深圳市,宝安区,4.3,4,0755-61158888,http://store.is.autonavi.com/showpic/1ca0b08b18e4a851e9f6f11d3a9ad54b,http://store.is.autonavi.com/showpic/2d575e07961b4c9b02e075452308606f,http://store.is.autonavi.com/showpic/dfa304c01581ad6bbdb6417938207f24
B02F37VD9E,竹园宾馆,住宿服务;宾馆酒店;三星级宾馆,东门北路2079号,114.134336,22.559112,广东省,深圳市,罗湖区,4.2,3,0755-25533138,http://store.is.autonavi.com/showpic/b09ea3f4d80305a5c52281705a64902c,http://store.is.autonavi.com/showpic/63fd28a11d95af59413980b5d22a4525,http://store.is.autonavi.com/showpic/875c07b66f2cad49c2866661a8636e43
B02F30A1CY,君逸酒店,住宿服务;宾馆酒店;四星级宾馆,横岗为民路8号,114.196838,22.645554,广东省,深圳市,龙岗区,4.5,4,0755-28661888,http://store.is.autonavi.com/showpic/0110a7b3af75f3f76eee7d478cb29520,http://store.is.autonavi.com/showpic/98638eb5a337a70abda1fbb071b86d9a,http://store.is.autonavi.com/showpic/8d45d2f563d48de240f27c12ce2be9b1
B02F302A68,深圳东华假日酒店,住宿服务;宾馆酒店;四星级宾馆,南海大道东华园2307号山东大厦,113.928361,22.520994,广东省,深圳市,南山区,4.4,4,0755-86193999;0755-26416688,http://store.is.autonavi.com/showpic/110879e2c4cee5b5199a6e954a8dff03,http://store.is.autonavi.com/showpic/2ecea67b79ad3e0d1028a3541e38843c,http://store.is.autonavi.com/showpic/b4ff7a6bf47426f38e052d570a525dd2
B02F38IFD4,深圳观澜格兰云天国际酒店,住宿服务;宾馆酒店;五星级宾馆,观澜大道环观南路,114.043121,22.692586,广东省,深圳市,龙华区,4.7,5,0755-28059999,http://store.is.autonavi.com/showpic/373de3e0e5ff1ef07f32a874c333236e,http://store.is.autonavi.com/showpic/4ba231ae85c6f4839f0b642c8259fdae,http://store.is.autonavi.com/showpic/6aab4f835fc6e1074c6c391718ecdab0
B02F37U6P7,求水山酒店,住宿服务;宾馆酒店;五星级宾馆,南园路2号,114.143874,22.600381,广东省,深圳市,龙岗区,4.5,5,0755-88888999,http://store.is.autonavi.com/showpic/a59a060372a415eb680351bb018fedef,http://store.is.autonavi.com/showpic/ea8a13acf838da7ec2756db10324ea78,http://store.is.autonavi.com/showpic/dc2820064712b0108a634799acf7396a
B02F37USFC,圣廷苑酒店,住宿服务;宾馆酒店;五星级宾馆,华强北路4002号圣廷苑酒店A座写字楼,114.087953,22.549768,广东省,深圳市,福田区,4.6,5,0755-82078888,http://store.is.autonavi.com/showpic/d8096e2a23f1c0e14de3b38bf2b7ea4f,http://store.is.autonavi.com/showpic/16ddc23461195d7fef2191816f585670,http://store.is.autonavi.com/showpic/2b9bd422590e7216b91a7819a6ba15c8
B02F309RJ2,大中华深圳喜来登酒店,住宿服务;宾馆酒店;五星级宾馆,福华一路1号大中华国际交易广场,114.062072,22.53586,广东省,深圳市,福田区,4.6,5,0755-83838888;0755-82826182,http://store.is.autonavi.com/showpic/d0adf107f9f02d1a232e43c5b34bc4c8,http://store.is.autonavi.com/showpic/9eeb15700e2788e9f9a49eb64f95894f,http://store.is.autonavi.com/showpic/67ac2195fdf79ca618a5c93066567796
B02F302D7F,都之都大酒店(宝民一路),住宿服务;宾馆酒店;四星级宾馆,宝民一路70,113.901818,22.562537,广东省,深圳市,宝安区,4.2,4,0755-27783888;0755-27788188,http://store.is.autonavi.com/showpic/1742c8406b8600c1f344673bf2fa6071,http://store.is.autonavi.com/showpic/8e0778e7a1d7e74a22285973d64d0025,http://store.is.autonavi.com/showpic/4725047b5873113abe3105315b765f29
B02F309VKS,国丰酒店(会展中心店),住宿服务;宾馆酒店;三星级宾馆,福华路2066号,114.068699,22.534357,广东省,深圳市,福田区,3.9,3,0755-83371888,http://store.is.autonavi.com/showpic/937f9d90fa44cbedee4bcc31d7b86217,http://store.is.autonavi.com/showpic/857c30046cd77369752443367bac71c9,http://store.is.autonavi.com/showpic/66568afa215c6273bf10d0297415d627
B02F309Q4G,长丰酒店,住宿服务;宾馆酒店;四星级宾馆,沙井新桥北环路1-2号,113.84277,22.734318,广东省,深圳市,宝安区,4.1,4,0755-27228888,http://store.is.autonavi.com/showpic/6fb6c590980a1340eefec4440fc59859,http://store.is.autonavi.com/showpic/a7b63e615f5e0bc3fcfa240eb6ac344f,http://store.is.autonavi.com/showpic/983cf11940e369b6de52ca3601480743
B02F37U71P,深圳富苑皇冠假日套房酒店,住宿服务;宾馆酒店;五星级宾馆,南湖路3018号,114.120887,22.542287,广东省,深圳市,罗湖区,4.6,5,0755-82172288,http://store.is.autonavi.com/showpic/20e63e770f1196c941a669a101cc3c31,http://store.is.autonavi.com/showpic/fd31517a981da9c7bbf6dabf72badd03,http://store.is.autonavi.com/showpic/eb5e91e4e68203c273b952910996231f
B02F37VFD0,友谊酒店,住宿服务;宾馆酒店;三星级宾馆,嘉宾路3013号,114.117097,22.538966,广东省,深圳市,罗湖区,4.0,3,0755-82313602;0755-82311999;15889595502,http://store.is.autonavi.com/showpic/9e25ef4b24ab55a425ccf7a4f05c9ab3,http://store.is.autonavi.com/showpic/ede807f2957b2013bec9c0ee2121034c,http://store.is.autonavi.com/showpic/ada4ca60d0fb6556309e61bcf9c38047
B02F306R65,马哥孛罗好日子酒店,住宿服务;宾馆酒店;五星级宾馆,福华一路28号,114.053596,22.537159,广东省,深圳市,福田区,4.6,5,0755-82989888,http://store.is.autonavi.com/showpic/72b596f95bbaf5190abeaafba3ce269e,http://store.is.autonavi.com/showpic/c1da0ec70e389e350a124434b6945374,http://store.is.autonavi.com/showpic/291dea1f6ecb9d33402bc95083430f39
B02F300940,四川宾馆,住宿服务;宾馆酒店;三星级宾馆,红荔路2001号四川大厦17-22层,114.095143,22.548681,广东省,深圳市,福田区,4.5,3,0755-83673400;0755-83673333;0755-83673173,http://store.is.autonavi.com/showpic/bcc6d444c47793a7bd8cc3857c454493,http://store.is.autonavi.com/showpic/bea6c9c1daaa20a9f07e13ba1bdd3e7a,http://store.is.autonavi.com/showpic/3cb3219bcf81ce270da5a0742c0634d9
B0FFF5U6AB,大梅沙海景酒店,住宿服务;宾馆酒店;四星级宾馆,盐梅路100号,114.307467,22.594609,广东省,深圳市,盐田区,4.0,4,0755-25061688,http://store.is.autonavi.com/showpic/20e6dab167fe317cc31f91226f6d01e8,http://store.is.autonavi.com/showpic/97818ca51879cbe41d26f50c1043de69,http://store.is.autonavi.com/showpic/bab79b22c2ea35f04e79cebd1e5b555a
B02F37VBMX,东湖宾馆,住宿服务;宾馆酒店;三星级宾馆,爱国路4006号,114.145578,22.574483,广东省,深圳市,罗湖区,3.9,3,0755-25400088,http://store.is.autonavi.com/showpic/5989cb04676b19fd6f5dea14ced75a5f,http://store.is.autonavi.com/showpic/7319b04b5c35a59257f498886ebecebe,http://store.is.autonavi.com/showpic/7a07ee52f429fdd0415714659eef8e3a
B02F37WQX7,新都酒店,住宿服务;宾馆酒店;四星级宾馆,春风路4001号,114.117907,22.535842,广东省,深圳市,罗湖区,4.7,4,0755-82320888,http://store.is.autonavi.com/showpic/9b883b1ac1cb106386bcf402e427c902,http://store.is.autonavi.com/showpic/f6e08c5e0f1bfd8e3f52e3f1f8edf813,http://store.is.autonavi.com/showpic/a5f21a7e6afb2d85b09ff334678773a9
B02F37TYFA,海景嘉途酒店,住宿服务;宾馆酒店;四星级宾馆,华侨城光侨街3-5号,113.986474,22.534676,广东省,深圳市,南山区,4.5,4,0755-26602222;4008309996,http://store.is.autonavi.com/showpic/e44d7f01f02857fcc7034c509a723113,http://store.is.autonavi.com/showpic/833748b51ff7fc3de5c8ff02d1268871,http://store.is.autonavi.com/showpic/909648da92f3af09b1c10010949a4fdd
B02F37W9OY,长丰花园酒店,住宿服务;宾馆酒店;四星级宾馆,石岩镇浪心社区万大工业园(青年路与洲石路交叉口北约100米处),113.921374,22.672366,广东省,深圳市,宝安区,4.0,4,0755-29008888,http://store.is.autonavi.com/showpic/3ddf10284aedba64c9b11725eeecc97e,http://store.is.autonavi.com/showpic/a5055b87546189430e0b3122455e11e8,http://store.is.autonavi.com/showpic/9051c9b398f4a0f160ae8653dd77e9aa
B02F37T4NV,雅兰斯丽比迪酒店,住宿服务;宾馆酒店;四星级宾馆,大梅沙盐梅路92号,114.308262,22.595423,广东省,深圳市,盐田区,4.4,4,0755-25062299;0755-25060615,http://store.is.autonavi.com/showpic/d67803eba89fec1e002eafb3f8bf90f7,http://store.is.autonavi.com/showpic/01054f739256eb164e9ba5fa372bb10d,http://store.is.autonavi.com/showpic/afa1d439d41390fc31c119e3a5813975
B02F38X6ZE,深圳东泊湾商务酒店,住宿服务;宾馆酒店;三星级宾馆,西乡鹤洲广场路3号,113.862039,22.623199,广东省,深圳市,宝安区,4.0,3,0755-29980000,http://store.is.autonavi.com/showpic/ffd484b2b6fc899fec47762ba2295fd2,http://store.is.autonavi.com/showpic/3b479737427624b1d01400ccce950aa4,http://store.is.autonavi.com/showpic/c4900d22accda0d2f085e7eb20e22681
B02F37U6TU,世纪华源商务酒店,住宿服务;宾馆酒店;三星级宾馆,八卦路3号,114.099449,22.556702,广东省,深圳市,福田区,4.2,3,0755-61621888,http://store.is.autonavi.com/showpic/727242bb9edc771caa9c619c4a26bfee,http://store.is.autonavi.com/showpic/e21e2baf2a125e403192981e8592116b,http://store.is.autonavi.com/showpic/52114aa170492d39cb9ccbca79c66349
B02F3006E2,景明达酒店,住宿服务;宾馆酒店;四星级宾馆,商报东路85号,114.048355,22.552156,广东省,深圳市,福田区,4.3,3,0755-83548000,http://store.is.autonavi.com/showpic/ae0201f343c4944a2ac3b8b42edba621,http://store.is.autonavi.com/showpic/c7ff27bd77806fbbb4f0378da2b859a5,http://store.is.autonavi.com/showpic/cad6022ec6adcbfa8b4874fce6dc3d95
B02F37VSPX,庐山酒店,住宿服务;宾馆酒店;四星级宾馆,春风路3019,114.123746,22.537135,广东省,深圳市,罗湖区,4.5,4,0755-82338888,http://store.is.autonavi.com/showpic/1d5dde51009278ae61e5a6d516fdd4d4,http://store.is.autonavi.com/showpic/cd23b19d10cd17e3092b660158ff9535,http://store.is.autonavi.com/showpic/2a937c5c46b382b5cd0034b342067afc
B02F37RTSQ,宝明城大酒店(光明新区店),住宿服务;宾馆酒店;四星级宾馆,振明路30号,113.903386,22.776094,广东省,深圳市,宝安区,4.3,4,0755-27100888;0755-27101888,http://store.is.autonavi.com/showpic/1349db17a1426b4350917a07277639d0,http://store.is.autonavi.com/showpic/65949ea38d835a7f595e60b7121bc1e8,http://store.is.autonavi.com/showpic/dabf945945f883db259462e71270fd5c
B02F37WRSV,宝亨达国际大酒店,住宿服务;宾馆酒店;五星级宾馆,布澜路35号,114.121366,22.64535,广东省,深圳市,龙岗区,4.4,5,0755-61869119;0755-61862222;13631592822,http://store.is.autonavi.com/showpic/ce8cf1abb50320a87220f5b8986b9972,http://store.is.autonavi.com/showpic/899b02053ca08efb6b8ae0b300dbdcc3,http://store.is.autonavi.com/showpic/556351577081103fd85474f0e41905c4
B02F38JGIR,喜格商务酒店,住宿服务;宾馆酒店;三星级宾馆,宝安大道8220号,113.823693,22.725821,广东省,深圳市,宝安区,4.1,3,0755-27558880,http://store.is.autonavi.com/showpic/5464338bc03c1712f36508416a8d35ba,http://store.is.autonavi.com/showpic/b54c77d9f0e0304c0729ed880e0ad108,http://store.is.autonavi.com/showpic/b260b49cd47c3d9ce4f62a1cd990914c
B02F3008BA,金碧酒店,住宿服务;宾馆酒店;四星级宾馆,春风路3002号,114.124316,22.538365,广东省,深圳市,罗湖区,3.9,4,0755-82252888,http://store.is.autonavi.com/showpic/83967fcd846869532e3ef03b0d201b29,http://store.is.autonavi.com/showpic/b7a142229725796f153e9009c8311dfc,http://store.is.autonavi.com/showpic/6e0bac4355c564fa93891131812c8529
B02F37WL3L,观悦酒店(观澜镇观光路店),住宿服务;宾馆酒店;三星级宾馆,观澜镇观光路1395号大水坑路段首座(观澜  深圳北站与观澜大道交汇处),114.018415,22.731143,广东省,深圳市,龙华区,4.3,3,0755-29002288,http://store.is.autonavi.com/showpic/b479b91e20cbb930317ee99bb8d2d7bf,http://store.is.autonavi.com/showpic/bc2c4060e5773712b9cfe3c99dcc5924,http://store.is.autonavi.com/showpic/3464a7dff96692268bfc2bdbd1adcd25
B02F37T231,丽苑酒店(原鸿图大酒店),住宿服务;宾馆酒店;三星级宾馆,东门中路2048号(东门金融大厦旁茂业百货东门店斜对面),114.122102,22.547552,广东省,深圳市,罗湖区,3.8,3,0755-82226688;0755-82299757,http://store.is.autonavi.com/showpic/f2ff27c9f320af9fddfc235e082352cb,http://store.is.autonavi.com/showpic/6cd0c5b1d2275316060285573544e13d,http://store.is.autonavi.com/showpic/aea59ba173e476a7cddfb74bcf5f2db4
B02F302506,深圳中油阳光大酒店,住宿服务;宾馆酒店;四星级宾馆,南山大道1110号中油大厦,113.922877,22.519421,广东省,深圳市,南山区,4.5,4,0755-26528333,http://store.is.autonavi.com/showpic/6e1e33068d9072236d6eeb8874eb38cd,http://store.is.autonavi.com/showpic/6efe77966dba3588d67a0fe0f2c038a3,http://store.is.autonavi.com/showpic/addd04f864f57932225671159909fe9f
B02F3008C4,凯利宾馆,住宿服务;宾馆酒店;四星级宾馆,嘉宾路2027号,114.121661,22.539906,广东省,深圳市,罗湖区,4.3,3,0755-82376188;0755-82253270,http://store.is.autonavi.com/showpic/48a202cb37505fbceb4f1a517babeec8,http://store.is.autonavi.com/showpic/6bbc7bb30a243921c4ce618e0927ab16,http://store.is.autonavi.com/showpic/884b64210f83c5ffd86df6a60157c5d3
B02F38IEPD,明华国际会议中心,住宿服务;宾馆酒店;四星级宾馆,蛇口龟山路8号,113.911496,22.484478,广东省,深圳市,南山区,4.2,4,0755-26689968;0755-26686668,http://store.is.autonavi.com/showpic/2b4d2027d8133f00b3408c3675997328,http://store.is.autonavi.com/showpic/ec8c3393ebdc79803d66a250dcaebc46,http://store.is.autonavi.com/showpic/f2f8257dc60be2f461155c12d19fb9a1
B02F3008C0,京鹏宾馆,住宿服务;宾馆酒店;三星级宾馆,深南东路2008号京鹏大厦,114.129112,22.545289,广东省,深圳市,罗湖区,4.1,3,0755-22941560;0755-82227190,http://store.is.autonavi.com/showpic/53d407f8f2691b33db4200f9468a8274,http://store.is.autonavi.com/showpic/134baf91e719105e95a354006a4c490e,http://store.is.autonavi.com/showpic/2c872e6a7d010efd1e0df1be4526223f
B02F3008A2,寰宇大酒店,住宿服务;宾馆酒店;三星级宾馆,红岭中路1002号  俯瞰荔枝公园  邻京基百纳、大剧院  地铁1、2号大剧院站  3、9号红岭站  火车站3站地铁、会展中心4站,114.105458,22.544501,广东省,深圳市,罗湖区,4.3,3,0755-25595024;0755-82475088,http://store.is.autonavi.com/showpic/46ac6cffe7ddef63e0c129ede6c31508,http://store.is.autonavi.com/showpic/34e5cddb2f47d528eec65721bad7b886,http://store.is.autonavi.com/showpic/e68d45aa16130f5fc976946f0ec96175
B02F3053WH,老地方酒店,住宿服务;宾馆酒店;三星级宾馆,春风路3007号桂都大厦1层,114.125996,22.538335,广东省,深圳市,罗湖区,3.9,3,0755-82343222;0755-82328188,http://store.is.autonavi.com/showpic/7940b09b05ec030f8b663f0625f28843,http://store.is.autonavi.com/showpic/30c0d7eb578a14dd4c5346560e502e03,http://store.is.autonavi.com/showpic/3040c5b33b1f0a3bb435ce8cf6b75e65
